Sr_no,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Moisture,Quakers,Category_One_Defects,Category_Two_Defects,altitude_mean_meters,Total_Cup_Points
792,7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,0.11,0,0,1,1250,82.08
793,7.33,7.5,7.33,7.58,7.08,7.83,10,10,10,7.42,0.1,0,0,2,1775.030545,82.08
794,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,0.08,0,1,5,1600,82.08
795,7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,0.12,0,0,1,1600,82
796,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,0.1,1,0,7,1600,82
797,7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,7.5,0.11,2,0,3,944,82
798,7.67,7.33,7.33,7.42,7.42,7.42,10,10,10,7.42,0.13,0,0,20,1650,82
799,7.42,7.5,7.25,7.33,7.5,7.5,10,10,10,7.5,0.12,0,0,0,1250,82
800,7.42,7.42,7.33,7.58,7.33,7.42,10,10,10,7.5,0.12,0,0,3,1350,82
801,7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,7.33,0.13,0,0,1,2500,82
802,7.33,7.5,7.17,7.42,7.5,7.33,10,10,10,7.75,0.09,0,0,0,600,82
803,7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,7.33,0.11,0,0,0,800,82
804,7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,7.33,0.1,0,0,4,1300,82
805,7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,7.17,0.11,0,0,5,1400,82
806,7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,7.17,0.11,0,0,1,1900,82
807,7.42,7.58,7.33,7.42,8,7.5,9.33,10,10,7.42,0.12,0,0,0,650,82
808,7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,7.67,0.11,0,0,0,1038.5,82
809,7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,7.42,0.12,0,0,1,940,82
810,7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,7.42,0.12,0,0,1,1000,82
811,7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,7.42,0.11,0,0,1,1050,82
812,7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,7.17,0.11,0,0,3,1775.030545,82
813,7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,7.33,0.12,0,0,2,950,82
814,7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,7.42,0,0,0,10,1402.08,82
815,7.33,7,7.08,7.42,7.5,7.67,10,10,10,8,0.07,0,0,2,1775,82
816,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,7.58,0.1,0,0,1,1901,81.92
817,7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.42,0.11,2,0,0,1219.2,81.92
818,7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,7.33,0.12,0,0,1,1400,81.92
819,7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,7.5,0.11,0,0,4,1020,81.92
820,7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,7.33,0.11,0,0,2,1250,81.92
821,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,0.11,0,0,7,1550,81.92
822,7.33,7.33,7.33,7.42,7.5,7.58,10,10,10,7.42,0.12,0,0,4,1877,81.92
823,7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,7.33,0.12,0,3,4,1775.030545,81.92
824,7.67,7.08,7.42,7.33,7.75,7.42,10,10,10,7.25,0,0,1,3,1250,81.92
825,7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,7.42,0.11,0,0,0,1775.030545,81.92
826,7.5,7.5,7.42,7.25,7.5,7.5,10,10,10,7.25,0.11,0,0,0,1000,81.92
827,7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,7.25,0.12,0,0,6,1300,81.92
828,7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,7.42,0.13,0,2,7,981,81.92
829,7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,7.58,0.14,0,2,8,690,81.92
830,7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,7.5,0.12,0,0,4,1650,81.92
831,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,7.33,0.12,0,0,0,1000,81.92
832,7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,7.33,0.12,0,0,3,1100,81.92
833,7.67,7.33,7.33,7.58,7.33,7.33,10,10,10,7.33,0.09,0,0,1,1600,81.92
834,7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,0.1,0,1,1,157.8864,81.83
835,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,0,0,1,4,1900,81.83
836,7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,0.11,1,0,3,973,81.83
837,7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,5.17,0.11,1,0,0,1250,81.83
838,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,0.1,0,2,6,3280,81.83
839,7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,7.75,0,0,0,1,1,81.83
840,7.58,7,6.92,6.92,7.67,7.5,10,10,10,8.25,0,0,0,0,1,81.83
841,7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,7.33,0,0,0,2,4001,81.83
842,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,0.11,0,0,7,1425,81.83
843,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,0.12,0,0,1,1400,81.83
844,7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,7.42,0.09,0,0,0,1300,81.83
845,7.67,7.33,7.17,7.25,7.75,7.33,10,10,10,7.33,0,0,0,0,700,81.83
846,7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,7.42,0.11,0,2,6,1300,81.83
847,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,0.13,0,0,0,1556,81.83
848,7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,0.11,0,0,0,1100,81.83
849,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,0.1,0,0,4,1350,81.83
850,7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,0.11,0,0,0,1550,81.83
851,7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,0,0,2,0,1775,81.83
852,7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,0,0,1,1,1775.030545,81.83
853,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,0.12,0,0,0,1250,81.83
854,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,0.11,0,0,1,1310.64,81.83
855,7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,0.12,0,0,2,1500,81.83
856,7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,0.12,0,0,10,1250,81.83
857,7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,7.33,0.02,0,0,2,925,81.83
858,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,0.05,0,0,0,1700,81.83
859,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10,7.33,0.02,0,3,12,1775.030545,81.83
860,7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,0.11,1,0,1,1700,81.75
861,7,7.08,7.33,7.5,7.5,7.33,10,10,10,8,0.12,0,0,0,1040,81.75
862,7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,0.12,0,0,4,1600,81.75
863,7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,7.25,0.1,0,0,1,1775.030545,81.75
864,7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,0.13,0,2,9,774,81.75
865,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,0.13,0,0,23,1250,81.75
866,7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,0.11,0,0,1,1100,81.75
867,7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,0.12,0,10,14,1550,81.75
868,7.5,7.42,7.25,7.33,7.67,7.25,10,10,10,7.33,0.12,0,0,1,1650,81.75
869,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,0,0,0,1,1750,81.75
870,7.42,7.58,6.92,7.08,7.25,8,10,10,10,7.5,0.08,0,0,0,1775,81.75
871,7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,7.25,0.11,0,0,5,890,81.67
872,7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,7.58,0.1,0,0,1,1700,81.67
873,7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,0.12,1,0,3,1219.2,81.67
874,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,0.11,0,0,2,1450,81.67
875,7.17,7.33,7.33,7.42,7.5,7.33,10,10,10,7.58,0,0,0,1,1800,81.67
876,7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,7.33,0.1,0,0,1,1775.030545,81.67
877,7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,7.67,0,1,0,1,1775.030545,81.67
878,7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,0,0,0,0,1,81.67
879,7.42,7.33,7.25,7.42,7.5,7.42,10,10,10,7.33,0.12,0,0,0,1500,81.67
880,7.33,7.33,7.5,7.25,7.42,7.33,10,10,10,7.5,0.12,0,0,7,1700,81.67
881,7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,7.33,0.1,0,0,2,1260,81.67
882,7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,0.11,0,0,0,1775.030545,81.67
883,7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,0.1,0,0,5,1400,81.67
884,7.5,7.17,7.17,7.17,7.5,7.08,10,10,10,8.08,0.11,0,0,3,1850,81.67
885,7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,7.42,0,0,0,4,1775.030545,81.67
886,7.5,7.5,7.5,7.25,7.42,7.25,10,10,10,7.25,0.11,0,0,0,150,81.67
887,7.58,7.42,7.33,7.42,7.33,7.33,10,10,10,7.25,0.11,0,0,0,750,81.67
888,7.5,7.42,7.08,7.58,7.33,7.33,10,10,10,7.42,0.12,0,0,6,1400,81.67
889,7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,0.11,0,0,4,1752.6,81.67
890,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10,10,7.58,0.13,0,1,13,1650,81.67
891,7.67,7.25,7.17,7.75,7.5,7.25,10,10,10,7.08,0.11,0,0,4,1400,81.67
892,7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,7.17,0.11,0,0,2,1200,81.67
893,7.58,7.42,7.25,7.58,7.25,7.17,10,10,10,7.42,0.11,0,0,2,1400,81.67
894,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,7.67,0.11,0,0,4,940,81.67
895,7.42,7.33,7.33,7.33,7.17,7.83,10,10,10,7.25,0.1,0,1,1,1775.030545,81.67
896,7.5,7.42,7.08,7.42,7.5,7.33,10,10,10,7.33,0.11,1,0,3,1200,81.58
897,7.42,7.42,7.08,7.5,7.42,7.33,10,10,10,7.42,0.12,0,0,0,190164,81.58
898,7.42,7.42,7.25,7.67,7.33,7.25,10,10,10,7.25,0.1,0,0,0,800,81.58
899,7.58,7.42,7.5,7.17,7.08,7.58,10,10,10,7.25,0.12,0,0,1,13,81.58
900,7.42,7.42,7.33,7.42,7.42,7.33,10,10,10,7.25,0.12,0,0,5,1800,81.58
901,7.42,7.42,7.17,7.58,7.33,7.33,10,10,10,7.33,0.13,0,0,0,1100,81.58
902,7.33,7.17,7.08,7.08,8.33,8.25,10,10,9.33,7,0,0,0,0,850,81.58
903,7.42,7.42,7.33,7.33,7.5,7.25,10,10,10,7.33,0.12,0,0,3,1260,81.58
904,7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,7.17,0.12,0,0,1,1310.64,81.58
905,7.67,7.5,7.42,7.5,6.75,7.42,10,10,10,7.33,0.12,0,0,9,1400,81.58
906,7.33,7.5,7.25,7.5,7.5,7.17,10,10,10,7.33,0.11,0,0,0,1600,81.58
907,7.67,7.58,7.42,7.58,7.58,7.42,10,10,8.67,7.67,0.11,0,0,2,1650,81.58
908,7.08,7.33,7.58,7.58,7.17,7.5,10,10,10,7.33,0.01,0,0,0,1499.9208,81.58
909,7.33,7.33,7.17,7.5,7.58,7.33,10,10,10,7.33,0.2,0,0,0,1775.030545,81.58
910,7.25,7.17,7.33,7.33,7.5,7.75,10,10,10,7.25,0,0,0,1,1600.2,81.58
911,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,7.58,0.1,0,0,0,1219.2,81.5
912,7.5,7.42,7.33,7.33,7.25,7.33,10,10,10,7.33,0.11,0,0,3,1100,81.5
913,7.5,7.5,7.33,7.42,7.17,7.25,10,10,10,7.33,0.1,0,0,5,1400,81.5
914,7.5,7.42,7.25,7.25,7.5,7.25,10,10,10,7.33,0.12,0,0,0,1775.030545,81.5
915,7.5,7.42,7.33,7.08,7.58,7.25,10,10,10,7.33,0.12,0,0,2,180,81.5
916,7.25,7.42,7.25,7.5,7.33,7.33,10,10,10,7.42,0,0,0,4,1219.2,81.5
917,7.83,7.33,7.08,7.08,7.33,7.5,10,10,10,7.33,0.12,0,1,2,1200,81.5
918,7.67,7.42,6.92,7.5,7.5,7.17,10,10,10,7.33,0.12,0,0,0,1599,81.5
919,7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,7.17,0.12,0,0,0,1219.2,81.5
920,7.42,7.33,7.67,7.33,7.42,7.5,10,10,9.33,7.5,0.11,0,0,0,900,81.5
921,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,0,0,1,1,1200,81.5
922,7.42,7.33,7.25,7.42,7.42,7.33,10,10,10,7.33,0.11,0,0,0,825,81.5
923,7.5,7.42,7.25,7.25,7.33,7.33,10,10,10,7.42,0.11,0,0,0,600,81.5
924,7.33,7.33,7.17,7.42,7.5,7.5,10,10,10,7.25,0.13,0,0,2,1150,81.5
925,7.58,7.42,7.25,7.42,7.33,7.33,10,10,10,7.17,0.12,0,0,5,1600,81.5
926,7.42,7.25,7.17,7.42,7.17,8,10,10,10,7.08,0.12,0,0,10,1100,81.5
927,7.33,7.5,7.33,7.33,7.33,7.42,10,10,10,7.25,0.11,0,0,6,1000,81.5
928,7.42,7.42,7.33,7.17,7.25,7.42,10,10,10,7.5,0.13,0,0,5,1250,81.5
929,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10,10,7.42,0.11,0,0,3,1100,81.5
930,7.75,7.17,7.17,7.33,7.58,7.33,10,10,10,7.17,0.12,0,0,0,1400,81.5
931,7.5,7.42,7.17,7.42,7.5,7.33,10,10,10,7.17,0.12,0,0,2,125,81.5
932,7.33,7.5,7.33,7.42,7.17,7.33,10,10,10,7.42,0.11,0,0,1,1775.030545,81.5
933,7.42,7.42,7.17,7.42,7.42,7.33,10,10,10,7.33,0.06,0,1,0,1450,81.5
934,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10,10,7.33,0,0,0,17,1775.030545,81.5
935,7.58,7.33,7.08,7.33,7.5,7.33,10,10,10,7.25,0.12,5,1,17,1100,81.42
936,7.42,7.33,7.08,7.58,7.33,7.25,10,10,10,7.42,0.1,0,0,0,1371.6,81.42
937,7.33,7.5,7.5,7.33,6.83,7.42,10,10,10,7.5,0.11,0,0,2,1100,81.42
938,7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,7.25,0.12,0,0,1,1400,81.42
939,7.83,7.75,7.42,7.17,7.08,7.08,10,10,10,7.08,0.12,0,0,0,110,81.42
940,7.58,7.17,7.33,7.42,7.08,7.42,10,10,10,7.42,0.12,0,0,0,1422,81.42
941,7.25,7.5,7.42,7.17,7.33,7.33,10,10,10,7.42,0,0,0,0,1100,81.42
942,7.42,7.5,7.17,7.42,7.42,7.42,10,10,10,7.08,0.1,0,0,6,1550,81.42
943,7.67,7.33,7.25,7.17,7.25,7.42,10,10,10,7.33,0,0,1,1,1550,81.42
944,7.42,7.42,7.17,7.33,7.42,7.42,10,10,10,7.25,0.1,0,1,5,1775.030545,81.42
945,7.42,7.33,7.25,7.42,7.42,7.5,10,10,10,7.08,0.12,0,0,4,1310.64,81.42
946,7.42,7.33,7.25,7.17,7.25,7.42,10,10,10,7.58,0.13,0,1,8,763,81.42
947,7.42,7.42,7.25,7.25,7.5,7.33,10,10,10,7.25,0.13,0,0,1,1100,81.42
948,7.5,7.42,7.25,7.17,7.17,7.75,10,10,10,7.17,0.11,0,0,0,1750,81.42
949,7.75,7.33,7.42,7,7.33,7.25,10,10,10,7.33,0.16,0,0,2,1880,81.42
950,7.83,7,7,7.58,7.58,7.5,10,10,10,6.92,0.01,0,0,10,1775.030545,81.42
951,7.5,7.33,7.33,7.17,7.33,7.42,10,10,10,7.25,0,0,0,0,1775.030545,81.33
952,7.5,7.5,7,7.17,7.5,7.33,10,10,10,7.33,0.11,2,0,3,1500,81.33
953,7.67,7.42,7,7.42,7.58,7.08,10,10,10,7.17,0.12,2,0,0,1130,81.33
954,7.25,7.33,7.33,7.33,7.33,7.42,10,10,10,7.33,0.11,0,0,14,1100,81.33
955,7.58,7.42,7.17,7.42,7.17,7.17,10,10,10,7.42,0.09,0,0,4,1350,81.33
956,7.17,7.33,7.42,7.25,7.42,7.33,10,10,10,7.42,0.12,0,0,6,1200,81.33
957,7.08,7.33,7.42,7.33,7.33,7.5,10,10,10,7.33,0.14,0,0,3,1400,81.33
958,7.75,7.33,7.08,7.33,7.33,7.25,10,10,10,7.25,0.13,0,0,1,1200,81.33
959,7.33,7.33,7.17,7.33,7.5,7.33,10,10,10,7.33,0.12,0,0,3,1450,81.33
960,7.58,7.42,7.25,7.33,7.25,7.25,10,10,10,7.25,0.13,0,4,13,1800,81.33
961,7.33,7.25,7.17,7.42,7.58,7.33,10,10,10,7.25,0.12,0,0,4,1000,81.33
962,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,7.58,0.11,0,0,0,1100,81.33
963,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10,10,5.25,0.12,0,0,0,680,81.25
964,7.17,7.42,7.17,7.08,6.92,8.17,10,10,10,7.33,0,0,0,1,1,81.25
965,7.08,7.5,7.33,7.17,7.42,7.25,10,10,10,7.5,0.1,0,0,4,1100,81.25
966,7.42,7.17,7.17,7.5,7.33,7.25,10,10,10,7.42,0.12,0,0,1,1400,81.25
967,7.33,7.42,7.17,7.25,7.42,7.33,10,10,10,7.33,0.09,0,0,2,1700,81.25
968,7.33,7.17,7.17,7.5,7.25,7.42,10,10,10,7.42,0.13,0,0,5,1700,81.25
969,7.5,7.5,7.25,7.25,7.25,7.25,10,10,10,7.25,0.11,0,0,0,650,81.25
970,7.5,7.33,7.5,7.58,7,7.25,10,10,10,7.08,0.11,0,0,4,1524,81.25
971,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10,10,7.5,0.12,0,0,1,1500,81.25
972,7.33,7.5,7.17,7.17,7.58,7.17,10,10,10,7.25,0.09,0,0,7,1200,81.17
973,7.67,7.17,7.17,7.33,7.5,7.17,10,10,10,7.17,0.12,0,0,2,1050,81.17
974,7.75,7.58,7.08,7.25,7.08,7.25,10,10,10,7.17,0.12,0,0,10,1200,81.17
975,7.5,7.5,7.33,7.17,7.08,7.17,10,10,10,7.42,0.11,0,0,0,1300,81.17
976,7.42,7.33,7,7.42,7.33,7.33,10,10,10,7.33,0.13,0,0,1,1450,81.17
977,6.83,7.42,7.42,7.17,7.5,7.42,10,10,10,7.42,0.12,0,0,0,1450,81.17
978,7.25,7.25,7.25,7.08,7.58,7.5,10,10,10,7.25,0,0,0,4,1200,81.17
979,7.58,7.17,7.17,7.33,7.33,7.25,10,10,10,7.33,0.12,0,0,2,1550,81.17
980,7.58,7.25,7.33,7.08,7.33,7.33,10,10,10,7.25,0.12,0,0,12,995,81.17
981,7.33,7.08,7.33,7.25,7.33,7.58,10,10,10,7.25,0.11,0,0,3,1300,81.17
982,7.42,7.42,7.17,7.42,7.33,7.25,10,10,10,7.17,0.11,0,0,3,1775.030545,81.17
983,7.42,7.25,7.08,7.75,7.42,7.17,10,10,10,7.08,0.13,0,3,7,1800,81.17
984,7.42,7.25,7.33,7.25,7.25,7.42,10,10,10,7.25,0.12,0,0,4,1450,81.17
985,7.42,7.33,7.25,7.42,7.5,7.17,10,10,10,7.08,0.12,0,0,1,1000,81.17
986,7.25,7.75,7.67,7.67,7.42,7.67,8.67,9.33,10,7.75,0.04,0,3,0,1775.030545,81.17
987,7.42,7.33,7.17,7.33,7.42,7.17,10,10,10,7.25,0.11,0,0,1,1775.030545,81.08
988,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10,9.33,7.33,0.11,0,5,8,695,81.08
989,7.33,7.33,7.33,7.42,7.33,7.33,10,10,10,7,0.11,0,0,1,1100,81.08
990,7.42,7.17,7.33,7.42,7.25,7.33,10,10,10,7.17,0,0,0,0,1706.88,81.08
991,7.42,7.33,7.33,7.25,7.25,7.33,10,10,10,7.17,0.13,0,0,2,1456,81.08
992,7.42,7.25,7.17,7.25,7.25,7.58,10,10,10,7.17,0.13,0,0,0,1500,81.08
993,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10,10,8.5,0,0,0,0,853.44,81.08
994,7.25,7.42,7.33,7.33,7.17,7.33,10,10,10,7.25,0.13,0,5,16,1650,81.08
995,7.33,7.25,7.33,7.42,7.25,7.42,10,10,10,7.08,0.12,0,0,2,1300,81.08
996,7.33,7.33,7.25,7.42,7.25,7.25,10,10,10,7.25,0.11,0,0,5,1642,81.08
997,7.42,7.33,7.25,7.42,7.17,7.25,10,10,10,7.25,0.1,0,0,1,1200,81.08
998,7.42,7.42,7.25,7.58,6.92,7.17,10,10,10,7.33,0.06,0,0,0,1775.030545,81.08
999,7.25,7.25,7.17,7.5,7.33,7.17,10,10,10,7.33,0.11,6,0,9,1775.030545,81
1000,7.42,7.08,7.08,7.33,7.25,7.58,10,10,10,7.25,0,2,0,6,1450,81
1001,7.33,7.17,7.17,7.67,7.33,7.17,10,10,10,7.17,0.11,2,0,3,1775.030545,81
1002,7.42,7.25,7.17,7.5,7.25,7.17,10,10,10,7.25,0.09,0,0,8,3280,81
1003,7.67,7.5,7.42,5.25,7.67,7.75,10,10,10,7.75,0,4,0,4,1600,81
1004,7.5,7.25,7,7.25,7.5,7.25,10,10,10,7.25,0.11,0,0,1,1219.2,81
1005,7.25,7.17,7.17,7.25,7.5,7.33,10,10,10,7.33,0.12,0,0,0,758,81
1006,7.42,7.25,7.25,7.33,7.25,7.17,10,10,10,7.33,0.12,0,0,1,1350,81
1007,7.67,7.75,7.83,7.75,7.83,7.75,10,6.67,10,7.75,0.12,0,0,0,1775.030545,81
1008,7.33,7.33,7.08,7.42,7.17,7.33,10,10,10,7.33,0.12,0,0,5,1525,81
1009,7.33,6.92,7.17,7.33,7.42,7.42,10,10,10,7.42,0.12,0,0,3,1700,81
1010,7.5,6.92,7.33,7.33,7.33,7.33,10,10,10,7.25,0.11,0,0,0,1100,81
1011,7.33,7.42,7.25,7.42,7.25,7.17,10,10,10,7.17,0,0,0,3,800,81
1012,7.08,7.33,7.33,7.33,7.42,7.25,10,10,10,7.25,0.12,0,0,12,950,81
1013,7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,7.5,0,0,0,8,1100,81
1014,7.33,7.17,7.25,7.33,7.33,7.25,10,10,10,7.25,0,0,0,0,200,80.92
1015,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,0.1,0,0,2,1901,80.92
1016,7.17,7.58,7.5,7.5,8,7.75,10,10,10,5.42,0.11,0,0,3,1600,80.92
1017,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,7.33,0.11,0,0,11,1100,80.92
1018,7.17,7.42,7,7.58,7.33,7,10,10,10,7.42,0,0,0,5,1066.8,80.92
1019,7.42,7.08,7.17,7.17,7.58,7.25,10,10,10,7.25,0.1,0,2,5,1775.030545,80.92
1020,7.33,7.17,7.17,7.25,7.42,7.33,10,10,10,7.25,0.12,0,0,0,1700,80.92
1021,7.25,7.33,7.25,7.25,7.25,7.33,10,10,10,7.25,0.12,0,0,8,1200,80.92
1022,7.92,7.67,7.33,7.08,7.08,7.08,10,10,10,6.75,0.09,0,0,0,550,80.92
1023,7.17,7.42,7.17,7.25,7.25,7.33,10,10,10,7.33,0.1,0,0,0,1100,80.92
1024,7.33,7.08,7.25,7,7.5,7.42,10,10,10,7.33,0.1,0,1,3,1050,80.92
1025,7.58,7.42,6.92,7.5,7.25,7.17,10,10,10,7.08,0.12,0,2,5,1524,80.92
1026,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,0.11,0,0,0,900,80.92
1027,7.25,7.17,7.08,7.08,7.08,8.08,10,10,10,7.17,0.11,0,0,0,688,80.92
1028,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,0.11,0,0,0,300,80.92
1029,7.58,7.33,7.08,7.5,7.17,7.25,10,10,10,7,0.13,0,0,12,1186,80.92
1030,7.67,7.58,7.33,7.33,7.17,7,10,10,10,6.83,0,0,0,0,1775.030545,80.92
1031,7.42,7.33,7.17,7.17,7.17,7.25,10,10,10,7.33,0,0,0,0,1300,80.83
1032,7.67,7.25,7.08,7.33,7.17,7.25,10,10,10,7.08,0.11,0,0,1,1200,80.83
1033,7.17,7.08,7.25,7.42,7.25,7.33,10,10,10,7.33,0.13,0,0,7,1210,80.83
1034,7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,7.17,0.11,0,0,3,1100,80.83
1035,7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,7.25,0.13,0,0,1,100,80.83
1036,7.42,7.33,7,7.25,7.33,7.5,10,10,10,7,0.1,0,2,0,1775.030545,80.83
1037,7.33,7.33,7,6.83,7.33,7.67,10,10,10,7.33,0.01,0,0,1,1800,80.83
1038,7.17,7.25,7.08,7.17,7.25,7.58,10,10,10,7.25,0,0,0,1,1775.030545,80.75
1039,6.92,7.5,7,7.58,7.5,7.08,10,10,10,7.17,0,0,0,2,3825,80.75
1040,7.5,7.33,7,7.42,7.17,7.17,10,10,10,7.17,0.12,0,0,1,1706.88,80.75
1041,7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,7.25,0.12,0,0,5,110000,80.75
1042,7.5,7.33,7,7.42,7.25,7.17,10,10,10,7.08,0.11,0,0,2,1450,80.75
1043,7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,7.17,0.11,0,1,4,1680,80.75
1044,7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,7.17,0.09,0,0,2,1350,80.75
1045,7.25,7.33,7.08,7.5,7.25,7.33,10,10,10,7,0.13,0,0,1,1450,80.75
1046,7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,7.25,0.11,0,0,0,1300,80.75
1047,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,7.5,0.11,0,0,2,1200,80.75
1048,7.42,7,7.42,7.25,7.08,7.33,10,10,10,7.25,0.12,0,0,0,1000,80.75
1049,7.08,7.33,7.17,7.25,7.33,7.67,10,10,10,6.92,0.13,0,0,6,1775.030545,80.75
1050,7.33,7.08,7.08,7.08,7.42,7.33,10,10,10,7.33,0,0,0,1,1775.030545,80.67
1051,7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,7.33,0.13,0,0,1,1350,80.67
1052,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7,0.11,0,0,0,1500,80.67
